Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,is_zero_amount,transaction_hour
-0.7077608399541053,1.2288211502379,-0.0634077165201056,0.274145142235826,0.647465021810117,-0.0481345611508765,0.372073028593297,-0.22423058741343,0.0799390492455152,0.640758817066441,-0.273053702248503,-1.25272793883718,0.465078770741453,0.400502115321077,-0.292841860600363,-0.10177401599731,-0.399835897844616,0.0343356567914817,-0.783550254934187,0.141344900433949,-0.0965659023514416,-0.129554448055005,-0.0837793282428063,-0.151661473916324,-0.700371597289218,0.598550164523483,0.491409070563651,0.0029892597250263,0.0017822861144491,-0.31284622971117454,0,17.0
1.2738720498050558,-0.203154117665717,1.17667777182315,-0.759594832883314,-0.518472455957398,0.629648947172589,-0.721674625088439,0.638892985881856,0.243377329677247,-0.157487868303321,-0.506595005366848,-1.39484144357662,-0.0924721664978404,0.0216342335069924,0.730796921838541,0.496342532883165,-0.199594477884372,-0.434390466773866,0.348660088582621,0.162523708758746,-0.098429128747839,0.384629227856382,1.20675396332747,-0.0827534226957927,0.508386350087481,-0.710906426589181,-0.234509796662588,0.379640313115967,0.261350699624429,-0.35174493976404136,0,19.0
-1.3481106077077218,-1.67283619428826,1.40129707385683,1.50393962832975,2.17549051030442,0.699791086586098,1.0621387170741,1.11436359165808,-0.535821928424557,-0.252982535390271,3.07121906114136,0.768573877258727,0.202065465861049,1.34918017839529,-0.950567032301047,0.922046240378277,0.366995410333653,-1.2154886840965,0.598609940855112,1.42596808462396,0.828472399409176,-0.525949978211307,-0.408742596297216,-0.280082875382969,-0.846468055345728,-0.155456242240323,-0.0623832553195322,0.0077774994012319,0.113900012105318,0.011770829704904158,0,8.0
-0.8780561002988552,0.819378670533819,-1.12491322246626,0.515024759582181,0.513944559458827,-1.00904770092025,0.488483751596174,-0.580672255652935,0.187686415345084,-0.999142091884096,0.871966423621385,0.906598647169738,0.386404355072563,0.101522173476844,0.275542566268997,0.703470842931098,-1.00496019281063,-0.425904225407635,1.77400999395551,-1.39960911420084,-0.110144392482068,-0.0572052962784476,-0.168060874432991,-0.19873222496742,-0.337408312466199,0.238537841301843,-0.289454030315507,0.0382135893019466,0.0584065036508652,0.5680712102936015,0,14.0
0.7271036023150806,2.00970146906462,0.105635251133812,-1.75275864153864,0.588311722786132,0.374800962088875,-0.637884284304596,0.0092595398612426,-0.129486779254454,0.492619134058994,-0.527042769031659,0.985105014336901,1.03650285678328,0.417644499140324,-1.64189418981507,-1.12346972576028,0.316818499357429,0.891983164727822,0.610566661134573,0.215797810550088,-0.135479243248095,0.008969682873936,0.3573941776609,-0.0134721965856169,-0.446920135357964,0.11152198186977,0.642943537070233,-0.0369981508170214,-0.0434044290786864,-0.35390145820839486,0,11.0
-0.6335106745064006,1.10085087638633,0.157222703151021,0.460897614879751,1.14440079609659,-0.262776814302292,-0.207127380870767,-0.0698855303656747,0.10807709766453,-0.18928450977757,0.202442440664032,1.56634499712595,0.646505282490165,-0.781036960482629,0.704608784947965,0.550788514723169,0.0285617139879336,-0.331792985879161,-0.0020777443384407,-0.620950993285937,-0.178526432546419,0.165189651078753,0.452340391112007,-0.0732626593256199,0.222735807521662,0.5145410209538,-0.280894713226363,0.0235277366677617,0.0120328383764268,-0.27423234284907144,0,18.0
-1.4161486918147934,-1.42860068202697,-0.230183095397299,0.913876764984272,-0.555967776350706,0.934244324686555,-0.490980872551698,1.58535938233474,-0.453572284057023,-0.813234740226682,-0.349193474282919,0.925020457054444,0.697181886682259,0.622505508969656,0.0887640400352606,-0.399146489257305,0.591160954381292,-1.15747124866379,-0.188942895558316,0.125603178449688,-0.0468834055646241,-0.426218648471675,-1.14015574859591,-0.199477157199515,-0.323784229927015,0.435416897761441,0.0517838350066601,-0.215279787527527,-0.349317225860181,0.596146639097449,0,7.0
-1.419623245784978,-0.915128015521156,0.500570132616873,0.169310452181513,-0.839501385748506,3.08074831308821,3.5503442581646,0.456990733212926,0.626989537089893,-0.0942902050994637,-0.265482742283325,-0.685037967227502,-0.170380604045795,-0.414593936517929,-0.221110455886009,-0.724112070497476,-0.0407076817042756,-0.874621314233026,-0.0267186653169921,-0.146173532751309,-0.0961845573860553,-0.145187969298962,-0.312073216753736,-0.417837862827483,1.00642251421545,0.473066388459545,-0.529045041407943,-0.306823824391541,-0.11315992173626,-0.2724013366227336,0,7.0
0.34814558263360207,1.9051703862187,-0.0481290313154818,-0.606485714658943,1.66974589547977,0.140037037388385,0.201096337084362,-0.171609171703438,-0.0526820300679927,2.05774471425304,-0.240263305228092,1.06189437092732,-0.795592670185004,2.01485173533877,1.23838216332371,-3.19897007478049,-0.671745395509127,0.545695271533117,-0.198257971453071,0.425578220664213,-0.266457912284992,-0.43679436660077,-0.630865080967422,0.180074567239949,-0.469281389894885,0.0532497224174759,-0.855572545219498,0.0135769754871754,-0.0600189349368815,-0.27826055654701476,0,6.0
0.9248373100728648,-1.4619223999514,0.398294073822122,0.518683634882483,-1.06465791607552,0.552358148585875,2.08857718904454,-0.3453768018656,1.14223931390526,0.294363898560555,-0.607082259399008,0.211631273690833,0.182156039744044,-0.959853677488407,0.315333650820903,0.222993077915829,-0.0489299067437197,-0.0158873369474482,-0.274861871088983,-0.836578363417495,-0.253918462787598,0.327198817015485,1.03295977650594,-0.181449021874422,-0.901740906787743,-0.234029106851881,0.697419239858775,0.0352610457507144,0.0819301036356363,-0.11623685002973907,0,14.0
-0.8425945919001215,1.1569514271342,0.210930330048579,0.369564317442805,0.581676222121764,-0.289602872153587,-0.411794480791993,-0.139809962209084,0.110195079643147,-0.135201472979155,-0.136612053070197,1.91191091839325,0.691053714427491,-0.637575487180546,0.0933626291738859,0.709843652590761,0.357142967832241,0.137427029240775,-0.230361046656348,-0.338602690862396,-0.155971968526103,-0.203737045454225,-0.624508172893096,0.180896387518679,0.164140513883333,0.0618949492278276,0.0965759387106314,-0.0147199443660459,0.0175995594525459,-0.3556103973529769,0,15.0
-0.7457071808890923,-2.01051902893107,-5.49821614259078,-1.98249166167642,1.36243213663365,-1.77542488572054,0.444619442278414,2.14283200466703,-0.336977487652121,0.0076663806194954,-0.804388733856903,0.923778026301072,0.321571913511745,-1.15913274448471,1.01080091170743,0.0348457025056333,-0.0121020894156479,0.0885517210303326,-0.0956259799859622,-0.174394424070052,3.23089781127798,0.972493695918861,-0.935926222088945,-1.57383537709967,-0.153810643281644,-0.173970546551456,0.947783161619373,-0.407883271643843,0.265780552390501,6.493817694131734,0,16.0
0.6216245669414129,2.00066100567809,-0.809049247441943,-1.25881343757023,-0.378943143338697,-0.692878824953918,-1.13095156159224,-0.181207862611015,-0.216752887181369,1.88290489103221,-0.44415871354838,-1.48984381645951,-0.280747013203289,-1.91428976118133,0.178848320755047,-0.694625882037139,-0.950888117820907,0.385432385766423,-0.273334736887638,0.683242851185996,-0.251785010643056,0.239111340906599,0.98748325626344,-0.122758476410759,0.15212278386892,0.263970766716454,1.06394295694965,-0.0862248824854391,-0.0756865658306065,-0.17653798841713297,0,10.0
1.0142491655722847,2.06735896445002,0.162025431049358,-1.65965028453403,0.441822801621487,0.366710878081887,-0.93965687327683,0.189443474200491,-0.244393189635538,0.483840972174779,-0.379017910251857,-0.472204482855384,0.191418399356175,0.0665902091848803,-0.842212808528631,0.195483258045035,0.285445437613729,0.509786698972282,-0.343750097246188,0.0138434310814494,-0.157553900244709,-0.357484161556868,-0.924137326959337,0.352107065120749,0.639212959092006,-0.271252402240552,0.165174489379117,-0.0624705460803874,-0.0293255885941144,-0.3515821836550335,0,15.0
-1.2631630276124182,-1.77722884023607,-1.39377255948412,1.38890043843317,-0.638347464746265,0.731153840872179,-0.926714433616407,-0.107567577454626,-0.253607232069346,-1.16371481045246,0.975715588610803,0.720127907816465,-1.15689552420426,-1.46951550660899,-0.110396108424078,-0.348599562508171,0.479167762790536,0.478329043500622,-0.652461750325104,2.2786757849131,-0.214876945170976,0.0326300068645715,0.667817474144501,0.353777539562055,0.0288741671311761,0.78283841320922,0.07282453968436,-0.220023915178683,-0.155704320886888,-0.3189495837989675,0,9.0
-0.5053312198608594,1.05691028767406,-1.84252394798052,1.20552128857576,-1.33347227616646,-2.12593401532686,0.39992252437889,-1.65651610143868,0.230370263793455,-1.60267460387417,1.41778400307276,1.45733113639669,0.216778872652608,1.27997812867917,-0.653924912056851,0.647073576017686,0.0879608643058426,0.205044051790122,0.703721156828286,-0.780270047756916,0.0536061306953971,0.259599759363491,0.839678298710456,-0.137029175216087,0.0576954499602619,0.0645007530007136,-0.0480515190679832,0.0697245202590378,0.0547290565952234,0.3626730007257444,0,19.0
0.6769226198244737,-0.514681070729122,0.676758152712214,-0.609135389509887,-0.438279622997681,1.82680915899578,0.953697829697447,1.69738362529686,-0.0228325916231533,-0.0932589180203485,-1.94350540277666,0.286896194685153,0.333513202631346,0.608476226187624,-2.49490286938736,0.169367868470826,-0.976797950861666,2.24725372710721,-0.864622734273668,-1.32793102359687,0.268469218353149,0.0462301579171903,0.400550104188587,0.125627539602749,-0.512653246887635,-0.244194347709096,-0.329674063476571,0.0293446337467652,0.0049726461350956,0.23877491274354828,0,11.0
1.4418719987391988,2.25847989730292,-1.3721127532905,-0.755373989393572,-1.64168473081056,-1.24700129807555,-0.4468956538489,-1.20255038735346,-0.135720982049081,-1.47010956866664,1.70298656797111,0.553257283286771,0.305427090162138,1.32333584109746,-0.501613850386778,-0.904873573258622,-0.256997491028214,0.0535199053280133,0.435217684679312,0.214899878537511,-0.355363855446214,-0.115304341894571,0.206105595765364,0.189088763011027,-0.330612394499021,-0.210608603568551,-0.181007412907397,0.0224735387936454,-0.0573214462425837,-0.28436391063480765,0,21.0
0.5310545267852649,-0.072348933630386,0.518409846898109,-0.340591507262101,-0.756896370640992,1.44535072933658,-0.810288006280889,0.983261054884007,-0.30010424918444,-0.364187584615606,-0.53507861382495,-1.27146389269641,0.412355967680201,1.19984599517861,-0.0117359078497445,-0.64005516007942,-0.368395702327304,-0.544718201409315,-0.16830706242904,-0.0932627245720199,0.0087093163591371,0.500357847203906,1.58573537871172,-0.257460833951305,0.625502418726324,-0.452922752948837,0.816306521308884,0.151010599312914,0.230334324219956,-0.35048357991923085,0,9.0
-1.7667627742607046,-1.17045598129474,-0.20613754323133,1.46983257226638,-0.739307984993291,-0.0195455641195058,-0.477475182875396,-0.470732584813151,-0.257482460023809,-0.0538093159094003,0.688323673281685,2.21364052387679,-2.27015109037625,2.91270748991123,0.961946095888538,-0.455004443445115,1.10703962403336,0.674387112487466,-0.359682631441204,1.55963284746419,-0.116891083773152,0.0774430213544084,0.566008056014516,0.0635533031751785,0.0072715158281737,-0.536596839725117,-0.362700381647131,-0.354310185481974,0.336967759904082,-0.2947396125840556,0,3.0
